source_platform,listing_url,listing_id,broker_reference,permit_number,property_number,plot_number,building,unit,cpid,source,freshness,confidence,verified_by,bridge_status,missing_bridge_fields
bayut.com,https://www.bayut.com/pm/11960718/bbca899d-d53f-4bb6-8823-cbf830783027,11960718,10306-wpoazZ,,,,Binghatti Crescent,,CPID-HASH-2a0463cdd11ddaf0,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11960718/bfd6a899-1d83-4422-8e12-527658cd891f,11960718,10306-wpoazZ,,,,Binghatti Crescent,,CPID-HASH-2a0463cdd11ddaf0,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11960718/d001c961-f793-4314-b613-f1a96417a0d4,11960718,10306-wpoazZ,,,,Binghatti Crescent,,CPID-HASH-2a0463cdd11ddaf0,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11960718/f678455b-972c-464b-9eae-fc8d1b6e8363,11960718,10306-wpoazZ,,,,Binghatti Crescent,,CPID-HASH-2a0463cdd11ddaf0,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11975240/92a96737-d572-4ad4-836c-9771e878a4a5,11975240,10306-AKzjAK,,,,Kaya,,CPID-HASH-7261f2220abe4d7d,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11975240/e215ccdd-58fb-47d1-a8e4-684d0401ac5d,11975240,10306-AKzjAK,,,,Kaya,,CPID-HASH-7261f2220abe4d7d,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11976771/9d5aee4b-6adf-4e8b-a18e-bed4e1bbb25c,11976771,10306-JEXvYj,,,,Greenside Residence Tower B,,CPID-HASH-35efca4316e4fce4,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/11981685/963285d4-38f7-4ddc-a2c1-8e9823a4c4f5,11981685,10306-vaUegb,,,,May Residence Tower 5,,CPID-HASH-77bd65f1cf496253,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12014931/21de12e1-fbd5-4711-8d78-2fbdbf0a5334,12014931,10306-SbUlMT,,,,City Walk Northline 1,,CPID-HASH-7c792b4575d44b12,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12014931/c60c5706-55cc-4b4e-97e1-16d4240441c4,12014931,10306-SbUlMT,,,,City Walk Northline 1,,CPID-HASH-7c792b4575d44b12,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12021982/ab276085-4153-489b-9e30-628290121796,12021982,10306-wIP8NX,,,,Samana Park Views,,CPID-HASH-398971d657ffa795,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025002/9b881116-594d-4de5-a494-f8b8f192dc58,12025002,10306-08zNqy,,,,Sharjah Sustainable City,,CPID-HASH-087a1f920c9318e3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025002/ad5854be-6d4c-4700-98cc-83d43a28afac,12025002,10306-08zNqy,,,,Sharjah Sustainable City,,CPID-HASH-087a1f920c9318e3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025002/ea83cc8f-859a-4105-866a-dc59a58d8f4a,12025002,10306-08zNqy,,,,Sharjah Sustainable City,,CPID-HASH-087a1f920c9318e3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025118/3852b3bd-754d-46f9-a3dd-0ee9523d8776,12025118,10306-38X5QO,,,,Sharjah Sustainable City,,CPID-HASH-7662285327a1b5a8,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025118/3e7c7172-8603-433f-9ae1-ac2b0eeebb97,12025118,10306-38X5QO,,,,Sharjah Sustainable City,,CPID-HASH-7662285327a1b5a8,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12025346/3531aa25-bd20-448f-bef8-ce8bf8d85bae,12025346,10306-ykHsls,,,,Masaar,,CPID-HASH-57142b841067ffb5,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12028976/420a922a-9495-45b0-800f-17aed99d7176,12028976,10306-xOLGao,,,,Alta V1ew,,CPID-HASH-1aa17b093794d084,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12029382/e8a75e37-342d-4b9f-a622-537767ec26c9,12029382,10306-8BAvHi,,,,Alta V1ew,,CPID-HASH-1d8bde66d33a9b0f,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12033844/a6d42de1-e40d-4cef-91cf-c34050f7a4bd,12033844,10306-YwqN8z,,,,One Park Central,,CPID-HASH-08c035d2a075b0b3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12047704/1f3bb99b-2838-45cc-9531-b4cc0f1507b2,12047704,10306-zwiGXU,,,,ELO,,CPID-HASH-eaa328386d4499bf,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12073229/a998ae45-f72a-4fb9-9b72-639cb6755ee5,12073229,10306-pwek5H,,,,Maha Townhouses,,CPID-HASH-c5854b867f4eb940,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12073229/f54fc664-ff7b-4517-803a-c43325d86b60,12073229,10306-pwek5H,,,,Maha Townhouses,,CPID-HASH-c5854b867f4eb940,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12074020/a32dcd65-ed2c-44f4-a471-48b2614e0b0d,12074020,10306-o3qIqD,,,,Al Mamsha,,CPID-HASH-ae8ec017395dcf83,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/0f8a5b37-aa9a-4289-b677-a4cf91c9c99e,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/7a2d5a99-0328-4a1e-bcfb-82821de66621,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/7cf6340e-92da-4b11-8b1c-ec58ab2a2868,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/8371a474-8283-4a21-a8f1-556868513a23,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/a7f42d65-f0ad-40b9-a46c-f089842763d7,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/bda17fef-7720-49c3-8cc2-77302470a42a,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/ca8798f3-a015-4fc4-8fba-256899c3eacb,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/d851fae7-1b13-4730-bc76-69e75f37de40,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12079414/df3340b2-985a-4ca0-8e37-6e5edb2256b8,12079414,10306-HweQAF,,,,Golf Views Seven City,,CPID-HASH-c9f2ee8d1a80af4b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12083520/69d58b74-84e2-4dfe-92a9-2fd809df912e,12083520,10306-g02ojP,,,,Azure Beach Residence by Eagle Hills,,CPID-HASH-8f6ac42d1147bed7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12092894/58029a68-c19c-4f15-b5e5-9d5f0bbc11b8,12092894,10306-srKmzz,,,,Sobha One Tower B,,CPID-HASH-5934b942c6448adb,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12092894/842f5ba5-5c3b-4976-bb44-407c1fb1c030,12092894,10306-srKmzz,,,,Sobha One Tower B,,CPID-HASH-5934b942c6448adb,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12092894/cc24c1d0-6a4e-4f64-88f6-328a44d80fbd,12092894,10306-srKmzz,,,,Sobha One Tower B,,CPID-HASH-5934b942c6448adb,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12096332/f3685887-e4af-477c-9200-364930975018,12096332,10306-cSqhPa,,,,The Link 1,,CPID-HASH-429fd57ac12309fc,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12100244/0d6724a8-fba6-4788-ab19-609865e3febb,12100244,10306-4jlbKJ,,,,One Park Square by Iman,,CPID-HASH-3af05df753d14115,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12101298/415e025e-67d0-47b1-bb36-5eed349f1a99,12101298,10306-yIwmVE,,,,G24 Tower,,CPID-HASH-323a4749f5d9abe3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12101298/9e1a49aa-bd41-4ff2-8461-012509275dd4,12101298,10306-yIwmVE,,,,G24 Tower,,CPID-HASH-323a4749f5d9abe3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12101974/c799a24c-c58f-44a4-9899-ba002dd08d0d,12101974,10306-hhecWN,,,,One Park Square by Iman,,CPID-HASH-60220df415f48fc2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12101974/c8597f4f-8375-4f9d-bd42-0b0332b416d4,12101974,10306-hhecWN,,,,One Park Square by Iman,,CPID-HASH-60220df415f48fc2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12101974/d626443f-7c9f-4612-bd51-9a1d2c50f7b1,12101974,10306-hhecWN,,,,One Park Square by Iman,,CPID-HASH-60220df415f48fc2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12103484/35d79f31-7988-441b-8878-6d8f1e91de30,12103484,10306-GtkAfV,,,,Diamondz by Danube,,CPID-HASH-aa4f2ed9683c0fd2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12103484/49b0647d-2c0b-4ca8-bf09-8fa7171d6d79,12103484,10306-GtkAfV,,,,Diamondz by Danube,,CPID-HASH-aa4f2ed9683c0fd2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12109583/a53d9ea2-92b0-43c1-92ed-91758c7e47c9,12109583,10306-z5wdPD,,,,Oceanz 2,,CPID-HASH-ce18d9d56e933cf2,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12109672/0a818c77-2fad-4c74-b4cf-178ef8a04f9b,12109672,10306-P4MMHu,,,,Chelsea Residences by DAMAC Tower 1,,CPID-HASH-e84409e64e866f9f,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12109761/bd05cb13-5d0b-40c8-a443-2de958246bb2,12109761,10306-U3mDOJ,,,,Chelsea Residences by DAMAC Tower 1,,CPID-HASH-b215512146423125,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12111473/34207997-ea31-4707-a1c5-b850d5115c02,12111473,10306-to38YJ,,,,One Park Square by Iman,,CPID-HASH-8246cd5956080372,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12111473/f6527f68-d4e8-4219-bec6-837b17b2a7a3,12111473,10306-to38YJ,,,,One Park Square by Iman,,CPID-HASH-8246cd5956080372,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12112703/27805032-e4c3-4495-8ee0-d74c6e3b490d,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12112703/3069ddd8-01e9-4f0b-a37b-916c59d0c27e,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12112703/572d17c5-0d12-4c0c-a0d6-7d1e19fbacd9,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12112703/6fab7152-5681-46af-93aa-87407093d8a6,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12112703/d7491263-60e5-4cc5-94b5-d4edec0d85a0,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12117186/036f6fb5-30fe-4472-b9e3-1a1bf0e96d32,12117186,10306-LKhATh,,,,The One by Prestige One,,CPID-HASH-86f909381508db19,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12117186/996809e2-fa65-492d-89ec-2598f8cdefa3,12117186,10306-LKhATh,,,,The One by Prestige One,,CPID-HASH-86f909381508db19,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12117262/5742877b-24c5-41b2-b5ba-66567772d6ae,12117262,10306-8oadUD,,,,The One by Prestige One,,CPID-HASH-5a1747ce173447fc,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12151064/26b0e33b-fa1b-47d3-a477-6c80b824b503,12151064,10306-uBQrCV,,,,O Ten,,CPID-HASH-7c1af88557ad1f7b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12151064/2d81878b-87ed-48a6-9370-996fc74f1421,12151064,10306-uBQrCV,,,,O Ten,,CPID-HASH-7c1af88557ad1f7b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12151064/b0c1a283-9e19-4232-89b9-2d6fe27b5fb3,12151064,10306-uBQrCV,,,,O Ten,,CPID-HASH-7c1af88557ad1f7b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12151193/100f1bc7-c8e9-4d24-a154-11ec0f874734,12151193,10306-9Scuwq,,,,O Ten,,CPID-HASH-8b002ec023325fbc,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12153654/eea5be2c-eaf5-4a6f-a559-a56aba185d05,12153654,10306-coPFLG,,,,May Residence Tower 5,,CPID-HASH-3b7cd83d75bf9e43,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12153654/f92c2bc3-e568-4446-9237-1afad614d482,12153654,10306-coPFLG,,,,May Residence Tower 5,,CPID-HASH-3b7cd83d75bf9e43,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12172967/587adb58-2f4e-440d-90cd-1c78d3478480,12172967,10306-67qgGE,,,,The Riff 3,,CPID-HASH-0c3d76833795b432,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12174141/a9052922-d39e-43e8-a414-4dddd740a682,12174141,10306-2vZ2jA,,,,Sama Residence,,CPID-HASH-2d39690df26c4582,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/4e4a171a-85f0-4694-b7d3-a02b72508636,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/4e6cada7-72a7-4296-85f6-a62a5a0d1fdf,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/70cb433a-76ed-449a-87dc-56e42c6bf4c4,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/8078d471-94bf-4dab-ab94-206261225994,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/828ae6d0-44b0-49ac-9727-e20d87e4bfdb,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/92910a37-0477-44ab-a403-e933a42809c6,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/b95379d4-af00-4a48-acd5-727327e5191b,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/c58abcd8-0310-488c-aadb-35be58abf1b2,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/d6cfe79e-1025-4ef7-b428-e49360939104,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/e5a975ed-6254-42fd-a46b-9cc5512526cf,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/ea6e0171-2eb5-49a0-8bfd-3efd8b9d0868,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/fb0287aa-a9a9-447f-b261-37e92fe4d37b,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184163/fcb64da8-5416-4317-9bf7-bae31f1043d3,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184275/5fbaee0e-b6b2-427f-aa58-ea2a7bdca67c,12184275,10306-AGtgg3,,,,Elite Business Bay Residence,,CPID-HASH-0da19afeaaf189d7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184275/6eedce1a-a9c3-4195-8363-9fb1a4e5ea61,12184275,10306-AGtgg3,,,,Elite Business Bay Residence,,CPID-HASH-0da19afeaaf189d7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184275/99d4dc3d-8d85-4ef1-9a3f-a46af8531fe9,12184275,10306-AGtgg3,,,,Elite Business Bay Residence,,CPID-HASH-0da19afeaaf189d7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184275/fe46d3e2-8aaf-4e9b-93fe-bc06fb77aebd,12184275,10306-AGtgg3,,,,Elite Business Bay Residence,,CPID-HASH-0da19afeaaf189d7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/21bfefe7-5aaf-4b7b-9395-4d7158db8b4f,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/3d178a21-709c-46b2-b241-640206bfb848,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/698a4434-be63-4aea-94c5-afc57354fd18,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/a8685211-8d84-4226-b5bf-f9373a261553,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/a9b30b7f-6764-4158-a030-dc831cb702a3,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/afed1521-58fd-4294-9180-41ba16986648,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/cb61333f-7511-4f25-9c5a-ce81d52ccfc7,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/d1de244e-89bb-48f8-a728-dfe307d71ec1,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/pm/12184475/fa18a321-b5e7-454f-86fe-c1b6f31f3dd9,12184475,10306-LL9qqg,,,,Samana Park Views,,CPID-HASH-1a489e8c98598425,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
