sha256,canonical_candidate,duplicate_path,size_bytes,category
9b4294b5a117779a2275e26c16f2b88dbab5a62ff8604407c646533ef96b220d,AIOS/transport/aios_response_policy_layer.py,AIOS/transport/aios_response_policy_layer.py,2198,whatsapp_human_engine
9b4294b5a117779a2275e26c16f2b88dbab5a62ff8604407c646533ef96b220d,AIOS/transport/aios_response_policy_layer.py,AIOS_KNOWLEDGE_CONTROL/05_WHATSAPP_HUMAN_ENGINE/transport/aios_response_policy_layer.py,2198,whatsapp_human_engine
f5796564cd69d0cd5ff3451fbf2f1bc36598a07011587b293c623d2d57fbf055,AIOS/proofs/regression_replay_validation_20260623T115422Z.json,AIOS/proofs/regression_replay_validation_20260623T115422Z.json,1578,nakheel_design_approval
f5796564cd69d0cd5ff3451fbf2f1bc36598a07011587b293c623d2d57fbf055,AIOS/proofs/regression_replay_validation_20260623T115422Z.json,AIOS/proofs/regression_replay_validation_20260623T115513Z.json,1578,nakheel_design_approval
f5796564cd69d0cd5ff3451fbf2f1bc36598a07011587b293c623d2d57fbf055,AIOS/proofs/regression_replay_validation_20260623T115422Z.json,AIOS_KNOWLEDGE_CONTROL/08_BUGS_AND_BLOCKERS/proofs/regression_replay_validation_20260623T115513Z.json,1578,nakheel_design_approval
f5796564cd69d0cd5ff3451fbf2f1bc36598a07011587b293c623d2d57fbf055,AIOS/proofs/regression_replay_validation_20260623T115422Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/regression_replay_validation_20260623T115422Z.json,1578,nakheel_design_approval
01467a2215e1579c85be3515e6de89cbe1559b2338de0c0df02a253af29523bb,AIOS/proofs/generate_intelligence_ready_proofs.py,AIOS/proofs/generate_intelligence_ready_proofs.py,13220,whatsapp_human_engine
01467a2215e1579c85be3515e6de89cbe1559b2338de0c0df02a253af29523bb,AIOS/proofs/generate_intelligence_ready_proofs.py,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/generate_intelligence_ready_proofs.py,13220,whatsapp_human_engine
37871967063bdbf4c79f4374c54acb11dcaf49554f1e5e198fb8fbe6af7c309a,AIOS/proofs/intelligence_ready_scorecard_20260623T061637Z.md,AIOS/proofs/intelligence_ready_scorecard_20260623T061637Z.md,775,property_intelligence
37871967063bdbf4c79f4374c54acb11dcaf49554f1e5e198fb8fbe6af7c309a,AIOS/proofs/intelligence_ready_scorecard_20260623T061637Z.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/intelligence_ready_scorecard_20260623T061637Z.md,775,property_intelligence
6306a7e224bd52edd5c5a8757ab9697409fda19042b412d4d7235b30b012c1dc,AIOS/proofs/persistent_context_restore_20260623T115422Z.json,AIOS/proofs/persistent_context_restore_20260623T115422Z.json,3031,validation_reporting
6306a7e224bd52edd5c5a8757ab9697409fda19042b412d4d7235b30b012c1dc,AIOS/proofs/persistent_context_restore_20260623T115422Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/persistent_context_restore_20260623T115422Z.json,3031,validation_reporting
fdc21b4e34cf12dc5c06bddd026448f73d7447effe5058869e4e661cecb87d6e,AIOS/proofs/remaining_blocker_validation_20260623T173750Z.json,AIOS/proofs/remaining_blocker_validation_20260623T173750Z.json,32131,property_intelligence
fdc21b4e34cf12dc5c06bddd026448f73d7447effe5058869e4e661cecb87d6e,AIOS/proofs/remaining_blocker_validation_20260623T173750Z.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/remaining_blocker_validation_20260623T173750Z.json,32131,property_intelligence
dbddef587597b6b6ab4cdcae9daf3e2152fc605bff7ec24fa6174f1f2c483e12,AIOS/proofs/crm_writeback_validation_20260623T115422Z.json,AIOS/proofs/crm_writeback_validation_20260623T115422Z.json,1137,whatsapp_human_engine
dbddef587597b6b6ab4cdcae9daf3e2152fc605bff7ec24fa6174f1f2c483e12,AIOS/proofs/crm_writeback_validation_20260623T115422Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/crm_writeback_validation_20260623T115422Z.json,1137,whatsapp_human_engine
d1c2720f7c00cad9b8818dbc072fa13c3372ef75c62e76627263b78aadbfb554,AIOS/proofs/intelligence_ready_scorecard_20260623T115513Z.md,AIOS/proofs/intelligence_ready_scorecard_20260623T115513Z.md,775,property_intelligence
d1c2720f7c00cad9b8818dbc072fa13c3372ef75c62e76627263b78aadbfb554,AIOS/proofs/intelligence_ready_scorecard_20260623T115513Z.md,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/intelligence_ready_scorecard_20260623T115513Z.md,775,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS/proofs/unit_resolver_validation_20260623T061656Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS/proofs/unit_resolver_validation_20260623T115422Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS/proofs/unit_resolver_validation_20260623T115513Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/06_PROPERTY_INTELLIGENCE_ENGINE/proofs/unit_resolver_validation_20260623T115513Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/unit_resolver_validation_20260623T061637Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/unit_resolver_validation_20260623T061656Z.json,416,property_intelligence
7c2d80372a58b3c4b154fdaf852c122f905aeba5ed7f0c22cfab6767bbc5d285,AIOS/proofs/unit_resolver_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/unit_resolver_validation_20260623T115422Z.json,416,property_intelligence
66d6b73b41f27fdb0983a2b85f97ab7883127edc50c64e0bbdd8dbd20484c6ea,AIOS/proofs/intelligence_ready_scorecard_20260623T061656Z.md,AIOS/proofs/intelligence_ready_scorecard_20260623T061656Z.md,783,property_intelligence
66d6b73b41f27fdb0983a2b85f97ab7883127edc50c64e0bbdd8dbd20484c6ea,AIOS/proofs/intelligence_ready_scorecard_20260623T061656Z.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/intelligence_ready_scorecard_20260623T061656Z.md,783,property_intelligence
4ded0c8b59ce0a088bc93e78428a7b0314220639522b14ba3e23b87b865661ff,AIOS/proofs/regression_replay_validation_20260623T061637Z.json,AIOS/proofs/regression_replay_validation_20260623T061637Z.json,1199,whatsapp_human_engine
4ded0c8b59ce0a088bc93e78428a7b0314220639522b14ba3e23b87b865661ff,AIOS/proofs/regression_replay_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/regression_replay_validation_20260623T061637Z.json,1199,whatsapp_human_engine
b36a68fcea366c60d54bb9ce6aa3faf4cdddb9134e46f26e7ba8884593fabd76,AIOS/proofs/regression_replay_validation_20260623T061656Z.json,AIOS/proofs/regression_replay_validation_20260623T061656Z.json,1438,whatsapp_human_engine
b36a68fcea366c60d54bb9ce6aa3faf4cdddb9134e46f26e7ba8884593fabd76,AIOS/proofs/regression_replay_validation_20260623T061656Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/regression_replay_validation_20260623T061656Z.json,1438,whatsapp_human_engine
3db8ae7a2d18bc005fa94eeb2197e37a5f7522a03931a7cadc8b01486a19d0dc,AIOS/proofs/persistent_context_restore_20260623T061637Z.json,AIOS/proofs/persistent_context_restore_20260623T061637Z.json,710,whatsapp_human_engine
3db8ae7a2d18bc005fa94eeb2197e37a5f7522a03931a7cadc8b01486a19d0dc,AIOS/proofs/persistent_context_restore_20260623T061637Z.json,AIOS/proofs/persistent_context_restore_20260623T061656Z.json,710,whatsapp_human_engine
3db8ae7a2d18bc005fa94eeb2197e37a5f7522a03931a7cadc8b01486a19d0dc,AIOS/proofs/persistent_context_restore_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/persistent_context_restore_20260623T061637Z.json,710,whatsapp_human_engine
3db8ae7a2d18bc005fa94eeb2197e37a5f7522a03931a7cadc8b01486a19d0dc,AIOS/proofs/persistent_context_restore_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/persistent_context_restore_20260623T061656Z.json,710,whatsapp_human_engine
0ac7a3d81658bf92b17d3c2a47deb2b2a4e0845b122590e44b5e1be0459ab241,AIOS/proofs/crm_writeback_validation_20260623T115513Z.json,AIOS/proofs/crm_writeback_validation_20260623T115513Z.json,1133,whatsapp_human_engine
0ac7a3d81658bf92b17d3c2a47deb2b2a4e0845b122590e44b5e1be0459ab241,AIOS/proofs/crm_writeback_validation_20260623T115513Z.json,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/crm_writeback_validation_20260623T115513Z.json,1133,whatsapp_human_engine
8650d40d3d5f823b7136154ff7c822dabf3e2900b2ef07ff0be3598c243bae45,AIOS/proofs/crm_writeback_validation_20260623T115347Z.json,AIOS/proofs/crm_writeback_validation_20260623T115347Z.json,2313,property_intelligence
8650d40d3d5f823b7136154ff7c822dabf3e2900b2ef07ff0be3598c243bae45,AIOS/proofs/crm_writeback_validation_20260623T115347Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/crm_writeback_validation_20260623T115347Z.json,2313,property_intelligence
1a6e23ac5dd03edce89212ad447de4b2871a278fea4b31733e26361c00e45389,AIOS/proofs/intelligence_ready_scorecard_20260623T115422Z.md,AIOS/proofs/intelligence_ready_scorecard_20260623T115422Z.md,775,property_intelligence
1a6e23ac5dd03edce89212ad447de4b2871a278fea4b31733e26361c00e45389,AIOS/proofs/intelligence_ready_scorecard_20260623T115422Z.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/intelligence_ready_scorecard_20260623T115422Z.md,775,property_intelligence
8eaba9cb1360c49c485ca629c03634ee4a09d1deb85d547325c17931f92f6b6e,AIOS/proofs/persistent_context_restore_20260623T115513Z.json,AIOS/proofs/persistent_context_restore_20260623T115513Z.json,3025,validation_reporting
8eaba9cb1360c49c485ca629c03634ee4a09d1deb85d547325c17931f92f6b6e,AIOS/proofs/persistent_context_restore_20260623T115513Z.json,AIOS_KNOWLEDGE_CONTROL/09_OPERATIONS_REPORT/proofs/persistent_context_restore_20260623T115513Z.json,3025,validation_reporting
5322ad514927bd090a195bd290a8b5ae6be42d87809b0a2065fc4e527405df18,AIOS/proofs/crm_writeback_validation_20260623T061656Z.json,AIOS/proofs/crm_writeback_validation_20260623T061656Z.json,1133,whatsapp_human_engine
5322ad514927bd090a195bd290a8b5ae6be42d87809b0a2065fc4e527405df18,AIOS/proofs/crm_writeback_validation_20260623T061656Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/crm_writeback_validation_20260623T061656Z.json,1133,whatsapp_human_engine
ab460998acfb1d21fbe1d4736326d330a95aa36bff47ebb6b9a2e6f55ec6ccef,AIOS/proofs/crm_writeback_validation_20260623T061637Z.json,AIOS/proofs/crm_writeback_validation_20260623T061637Z.json,1133,whatsapp_human_engine
ab460998acfb1d21fbe1d4736326d330a95aa36bff47ebb6b9a2e6f55ec6ccef,AIOS/proofs/crm_writeback_validation_20260623T061637Z.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/proofs/crm_writeback_validation_20260623T061637Z.json,1133,whatsapp_human_engine
fff26696bbfd33368295c1c729bd1e9f75853082923d6047965f7950dca5d84e,AIOS/proofs/.tmp_identity_feedback/transport/human_identity_events.jsonl,AIOS/proofs/.tmp_identity_feedback/transport/human_identity_events.jsonl,758,property_intelligence
fff26696bbfd33368295c1c729bd1e9f75853082923d6047965f7950dca5d84e,AIOS/proofs/.tmp_identity_feedback/transport/human_identity_events.jsonl,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/.tmp_identity_feedback/transport/human_identity_events.jsonl,758,property_intelligence
474fecf69c537b27ac777f310889a8090519ed8b844d16cb6894f01d85e8a23c,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,1384,property_intelligence
474fecf69c537b27ac777f310889a8090519ed8b844d16cb6894f01d85e8a23c,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,AIOS/proofs/evidence_led_20260623T175924Z/whatsapp_delivery_verification_payload.json,1384,property_intelligence
474fecf69c537b27ac777f310889a8090519ed8b844d16cb6894f01d85e8a23c,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,1384,property_intelligence
474fecf69c537b27ac777f310889a8090519ed8b844d16cb6894f01d85e8a23c,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/whatsapp_delivery_verification_payload.json,1384,property_intelligence
474fecf69c537b27ac777f310889a8090519ed8b844d16cb6894f01d85e8a23c,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_084_whatsapp_delivery_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__whatsapp_delivery_verification_payload.json,1384,property_intelligence
18ae0217cd63318ef7271dbacae68243af81139b0fc95b4987efe7d082d13325,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,291,validation_reporting
18ae0217cd63318ef7271dbacae68243af81139b0fc95b4987efe7d082d13325,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,AIOS/proofs/evidence_led_20260623T175924Z/outcome_learning_summary_report.md,291,validation_reporting
18ae0217cd63318ef7271dbacae68243af81139b0fc95b4987efe7d082d13325,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,291,validation_reporting
18ae0217cd63318ef7271dbacae68243af81139b0fc95b4987efe7d082d13325,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/outcome_learning_summary_report.md,291,validation_reporting
18ae0217cd63318ef7271dbacae68243af81139b0fc95b4987efe7d082d13325,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_summary_report.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_078_outcome_learning_summary_report/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__outcome_learning_summary_report.md,291,validation_reporting
77c75a3f215fd4a3b0bda3f0f4aa09bdf5d1784ac33a2c6f2efe0a3c882fe4ab,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,436,general_aios
77c75a3f215fd4a3b0bda3f0f4aa09bdf5d1784ac33a2c6f2efe0a3c882fe4ab,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,AIOS/proofs/evidence_led_20260623T175924Z/outcome_learning_verification_payload.json,436,general_aios
77c75a3f215fd4a3b0bda3f0f4aa09bdf5d1784ac33a2c6f2efe0a3c882fe4ab,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,436,general_aios
77c75a3f215fd4a3b0bda3f0f4aa09bdf5d1784ac33a2c6f2efe0a3c882fe4ab,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/outcome_learning_verification_payload.json,436,general_aios
77c75a3f215fd4a3b0bda3f0f4aa09bdf5d1784ac33a2c6f2efe0a3c882fe4ab,AIOS/proofs/evidence_led_20260623T175859Z/outcome_learning_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_079_outcome_learning_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__outcome_learning_verification_payload.json,436,validation_reporting
47a907ecbbce00904748accb4a563f62dfe3f1ad900d70a4763883e78c764a5a,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,276,property_intelligence
47a907ecbbce00904748accb4a563f62dfe3f1ad900d70a4763883e78c764a5a,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,AIOS/proofs/evidence_led_20260623T175924Z/identity_feedback_summary_report.md,276,property_intelligence
47a907ecbbce00904748accb4a563f62dfe3f1ad900d70a4763883e78c764a5a,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,276,property_intelligence
47a907ecbbce00904748accb4a563f62dfe3f1ad900d70a4763883e78c764a5a,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/identity_feedback_summary_report.md,276,property_intelligence
47a907ecbbce00904748accb4a563f62dfe3f1ad900d70a4763883e78c764a5a,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_summary_report.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_076_identity_feedback_summary_report/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__identity_feedback_summary_report.md,276,property_intelligence
107d9c24ffd5e8e97215d2741e04a32b0107cd8d28524c35609f39b8ff24f091,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,154,whatsapp_human_engine
107d9c24ffd5e8e97215d2741e04a32b0107cd8d28524c35609f39b8ff24f091,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,AIOS/proofs/evidence_led_20260623T175924Z/whatsapp_delivery_summary_report.md,154,whatsapp_human_engine
107d9c24ffd5e8e97215d2741e04a32b0107cd8d28524c35609f39b8ff24f091,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,154,whatsapp_human_engine
107d9c24ffd5e8e97215d2741e04a32b0107cd8d28524c35609f39b8ff24f091,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/whatsapp_delivery_summary_report.md,154,whatsapp_human_engine
107d9c24ffd5e8e97215d2741e04a32b0107cd8d28524c35609f39b8ff24f091,AIOS/proofs/evidence_led_20260623T175859Z/whatsapp_delivery_summary_report.md,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_083_whatsapp_delivery_summary_report/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__whatsapp_delivery_summary_report.md,154,whatsapp_human_engine
77312df4e776c3786e6c029e98ea1b7edb3e0b38c1f6c617a89a1c779f6d0ff9,AIOS/proofs/evidence_led_20260623T175859Z/verification_bundle_summary.json,AIOS/proofs/evidence_led_20260623T175859Z/verification_bundle_summary.json,266,whatsapp_human_engine
77312df4e776c3786e6c029e98ea1b7edb3e0b38c1f6c617a89a1c779f6d0ff9,AIOS/proofs/evidence_led_20260623T175859Z/verification_bundle_summary.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/verification_bundle_summary.json,266,whatsapp_human_engine
3c23edf566289493e83023509f42d82246583917e5643e3465a1e2beab9a9312,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,1011,property_intelligence
3c23edf566289493e83023509f42d82246583917e5643e3465a1e2beab9a9312,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,AIOS/proofs/evidence_led_20260623T175924Z/identity_feedback_verification_payload.json,1011,property_intelligence
3c23edf566289493e83023509f42d82246583917e5643e3465a1e2beab9a9312,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,1011,property_intelligence
3c23edf566289493e83023509f42d82246583917e5643e3465a1e2beab9a9312,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175924Z/identity_feedback_verification_payload.json,1011,property_intelligence
3c23edf566289493e83023509f42d82246583917e5643e3465a1e2beab9a9312,AIOS/proofs/evidence_led_20260623T175859Z/identity_feedback_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/10_ARCHIVE/duplicate_merges/group_077_identity_feedback_verification_payload/Users__hassanka__Downloads__AIOS__proofs__evidence_led_20260623T175924Z__identity_feedback_verification_payload.json,1011,property_intelligence
546792050ad83da2799a3278da6fa746f80c8f6f42a822d7ad24e1b79622b67a,AIOS/proofs/evidence_led_20260623T175717Z/whatsapp_delivery_verification_payload.json,AIOS/proofs/evidence_led_20260623T175717Z/whatsapp_delivery_verification_payload.json,1124,whatsapp_human_engine
546792050ad83da2799a3278da6fa746f80c8f6f42a822d7ad24e1b79622b67a,AIOS/proofs/evidence_led_20260623T175717Z/whatsapp_delivery_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175717Z/whatsapp_delivery_verification_payload.json,1124,whatsapp_human_engine
707a688b9792352c2ff33099becdf2fe607702d3c34f3e62c771a446251c7288,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_summary_report.md,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_summary_report.md,301,validation_reporting
707a688b9792352c2ff33099becdf2fe607702d3c34f3e62c771a446251c7288,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175717Z/outcome_learning_summary_report.md,301,validation_reporting
06290ccb06c47cbf3a9336ff7bfd2a04384addc9bfa82699ba3cdd5d075b9a8e,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_verification_payload.json,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_verification_payload.json,670,general_aios
06290ccb06c47cbf3a9336ff7bfd2a04384addc9bfa82699ba3cdd5d075b9a8e,AIOS/proofs/evidence_led_20260623T175717Z/outcome_learning_verification_payload.json,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175717Z/outcome_learning_verification_payload.json,670,general_aios
52616d89956d6d4c2e7a13a1717f2ce757c8c94e6fc70d080603202bb1fe7b30,AIOS/proofs/evidence_led_20260623T175717Z/identity_feedback_summary_report.md,AIOS/proofs/evidence_led_20260623T175717Z/identity_feedback_summary_report.md,306,validation_reporting
52616d89956d6d4c2e7a13a1717f2ce757c8c94e6fc70d080603202bb1fe7b30,AIOS/proofs/evidence_led_20260623T175717Z/identity_feedback_summary_report.md,AIOS_KNOWLEDGE_CONTROL/03_VALIDATION_REPORTS/proofs/evidence_led_20260623T175717Z/identity_feedback_summary_report.md,306,validation_reporting
