path,scope,category,size_bytes,pages_extracted,extraction_status,hits,error,text_preview
AIOS/KnowledgeBase/raw_data/pdf/25fccba51a66__hsh-rees-pitchdeck-clean-final.pdf,property_intelligence,general_aios,92638,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ba0d3080dc50__9b078338-0cca-43f8-9080-d6cdddde0fe3.pdf,property_intelligence,general_aios,2176407,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a7aa8c1d7825__09c64fb0-0019-4597-a308-74d16bf4dcfd.pdf,property_intelligence,general_aios,110208,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a53e68da3d8b__b7b913b0-7821-455c-9917-3a8c309397fe.pdf,property_intelligence,general_aios,8225866,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b6ee4bd16885__UBO Declaration Form - signed _1_.pdf,property_intelligence,general_aios,319769,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3353b79c28b0__926c8266-89fe-4c24-b963-0342c40dbdd3.pdf,property_intelligence,general_aios,2483507,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dd4bf6b01c28__a6c3146b-7a70-4312-850d-af2876c89a80.pdf,property_intelligence,general_aios,127852,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/42fb5ef812aa__9fe62618-4f4e-4ab0-a549-86c2db540c0f.pdf,property_intelligence,general_aios,1689377,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f4ebfb7c0c0e__75a0d795-2ce1-49ab-bdde-d79a820d51d1.pdf,property_intelligence,general_aios,1896449,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/bc105e7bf860__abd7cf07-db83-415b-951a-35d4f0e40e55.pdf,property_intelligence,general_aios,18454059,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a133b3f87006__hsh-nautica-one-unit-4406-investment-report-v2.pdf,property_intelligence,property_intelligence,559137,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a009923ab5d4__9f993777-15ee-4e6f-8cdf-317b0aafff47.pdf,property_intelligence,general_aios,1340763,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/79188dfc2158__the one.pdf,property_intelligence,general_aios,14894225,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3a17a46a94ee__934f585a-1675-4fe0-9581-224a933acba9.pdf,property_intelligence,general_aios,537499,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d1a61533f6ff__bcbd7ce8-8a3a-4788-8e5b-0c24e5446e2a.pdf,property_intelligence,general_aios,29993774,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a3fe909e02c1__2bb77ca8-7924-4eab-877e-24cc4e068ee3.pdf,property_intelligence,general_aios,33421794,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/99387ca55b16__ff0de6f0-f78f-49c2-af81-71734e7fbbbb.pdf,property_intelligence,general_aios,12424446,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/abaa6a3956a0__57612195-7f44-4e8d-b512-20f9db57c2b3.pdf,property_intelligence,general_aios,6749646,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/99ff676b44ad__817835ce-ec14-49ba-9562-046c1815dd4d.pdf,property_intelligence,general_aios,118046,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/82db958d58a1__02A1_Drawings_G001_G004.pdf,property_intelligence,general_aios,4128322,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/657dd90c3e11__PJ-P-VP-018_REV02_Complete_Approval_Package.pdf,property_intelligence,nakheel_design_approval,301327,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8c712055b5b1__bb325e24-ce6e-480a-9c36-d541da030846.pdf,property_intelligence,general_aios,34419354,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d631d0bacde2__4ed2a59e-fa98-4b21-b275-e967cf728041.pdf,property_intelligence,general_aios,8271891,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/28d3393118bd__31df1387-73de-482e-b9cd-ae559ec6568e.pdf,property_intelligence,general_aios,30832,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/78a9f134fddd__152c4705-7c62-4198-8cca-c67a77930154.pdf,property_intelligence,general_aios,1325696,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/4c293e6c1260__36db7dd0-1f38-4c8e-9d98-50231479a8ff.pdf,property_intelligence,general_aios,388233,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/cb903b4b098c__45749ca6-0170-4dea-917e-41924bd730cc.pdf,property_intelligence,general_aios,3136146,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/60132044664e__d707cdac-03d3-47c2-9fc0-079fa945de1a.pdf,property_intelligence,general_aios,743982,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ada2e38b4d91__8380b7c2-1551-4ea0-96c3-f962616d3bcf.pdf,property_intelligence,general_aios,1691125,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b4231f365303__1eb4f6ce-6555-4580-8e7f-bd45e91dbc80.pdf,property_intelligence,general_aios,75458,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/51e385aa9ea5__fc0dbccb-cd13-4dea-a7db-9bff5f7555c6.pdf,property_intelligence,general_aios,1361389,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a2c42682bd07__02A2_Drawings_G100_G101_Area_FAR.pdf,property_intelligence,general_aios,2537052,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/965033b6c755__b288c15b-a30b-4adf-b035-ab65afb9d894.pdf,property_intelligence,general_aios,337294,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/7b08142dc420__65a5828d-502b-4801-9458-7423eea8041c.pdf,property_intelligence,general_aios,19601382,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ab90d0890bce__ed203cda-20b6-4bd7-969d-1fe0a0c91435.pdf,property_intelligence,general_aios,18497143,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/05bc6aa0623e__627c9e52-00fb-4f1b-a98d-da9e86d3d5fa.pdf,property_intelligence,general_aios,287884,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/58baebfe7d40__HSH-STANDARD-BRANDED-PROPOSAL-TEMPLATE.pdf,property_intelligence,general_aios,47794,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/2eb984360f12__lunaya-hsh.pdf,property_intelligence,general_aios,6785966,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/daedf31c2001__Sadaf_6_Apartment_1508_Floor_Plan.pdf,property_intelligence,general_aios,150893,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dca9531a15f4__37bc50b6-47ef-4527-916c-486feebcaa4f.pdf,property_intelligence,general_aios,183503,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/418a4ed92d19__05d812d1-9670-498e-ad8d-73b17bc1c522.pdf,property_intelligence,general_aios,8935962,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b3ce4d75a2dd__f0a02d04-8acc-40c3-b6b2-b38207513e7f.pdf,property_intelligence,general_aios,7836876,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dc7fab825478__d51f12c6-5a2e-46cf-8810-2c84b784a46f.pdf,property_intelligence,general_aios,144170,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dc14d0ff584d__9fb3b139-f4b8-48cb-9793-3646c3536c98.pdf,property_intelligence,general_aios,450513,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/aac9b0dcd9c2__786f4166-cda3-4972-992a-c2c6dd995187.pdf,property_intelligence,general_aios,135099,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/872e128a15c8__9a2658d2-38b7-46dd-9725-64df5d2fbe9f.pdf,property_intelligence,general_aios,14043351,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/442b1607e2c6__ff3cbab8-aeaa-459c-9751-f03854c742d6.pdf,property_intelligence,general_aios,505998,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/874ff2bf898d__e284ec5d-5662-41de-9b3b-6706c777a4e3.pdf,property_intelligence,general_aios,371611,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/4e0ecd33618c__006c4565-0762-48b0-8ca9-0152948ef297.pdf,property_intelligence,general_aios,537739,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/61b681884209__6c9232ba-ebad-4aeb-bda3-ce3ecf234ba7.pdf,property_intelligence,general_aios,108167,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/eb4212653ee7__639afe32-f3b7-43ba-a2b2-2aa51cd00847.pdf,property_intelligence,general_aios,1751059,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/01a2320e15bd__Palm_Jumeirah_Nakheel_Submission_Package_RevB_fixed.pdf,property_intelligence,nakheel_design_approval,12706054,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/21bf955b6490__673bedea-c858-490d-8005-a9f016c15a36.pdf,property_intelligence,general_aios,3526106,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/5861571b55bb__e3df362a-28bc-4c7b-8fa1-afa4b9ae91f1.pdf,property_intelligence,general_aios,10637063,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a755fbaa5e67__86c08205-6f62-44a5-b43d-5876ef92be50.pdf,property_intelligence,general_aios,269432,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f39b5799956f__4cf41e8b-c252-4dfa-aeb8-525deb046ee2.pdf,property_intelligence,general_aios,307528,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b7521c2a7c12__297d7bd1-f863-46f1-b3df-e22cd1489024.pdf,property_intelligence,general_aios,51175,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c86ce5701e58__PJ-P-VP-015_05.02.2025.pdf,property_intelligence,general_aios,941448,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/adec4866c993__1e42f714-c89e-4c9c-89fd-452b1938a992.pdf,property_intelligence,general_aios,1881486,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6d016adfb908__71ba0269-a9ae-4805-9031-f39312301377.pdf,property_intelligence,general_aios,489056,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d92cfaf3c371__60f2bcdb-f14d-477a-b1ec-061ef2cd1cb6.pdf,property_intelligence,general_aios,5844536,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/faf67e8f0c01__PDF Binder _Plot-18_ Palm Villa _Big Basement_ _1_.pdf,property_intelligence,general_aios,19079024,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/199175bebe28__48f6c1ad-6fde-4005-90d1-56a73f871208.pdf,property_intelligence,general_aios,161540,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f7aedf13ec76__5a4a0b88-8802-4904-ad00-feb2b61ea81b.pdf,property_intelligence,general_aios,469764,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6a8e53c994b9__b59df76b-f5a7-412d-b3f4-50b8ba7cab56.pdf,property_intelligence,general_aios,86570,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f3e1ff839d3a__9a6d7b9e-c20d-4ff6-90fb-dbecc4895498.pdf,property_intelligence,general_aios,559969,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/7006867ed608__f436761f-8ec6-4798-87f9-6cfd61c98a55.pdf,property_intelligence,general_aios,98338,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c462328f4128__f5159d66-9ba9-4a43-a809-44d17d333833.pdf,property_intelligence,general_aios,91089,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/34d8456e4821__984dd63c-5019-462a-830c-a1d1eff1436b.pdf,property_intelligence,general_aios,2005848,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/cd5bd0246400__3543c042-a583-46cd-bcce-77a84dc285a6.pdf,property_intelligence,general_aios,447565,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ddbb8f1ab171__c94a584b-ffdb-4121-8a92-480fbf8240ec.pdf,property_intelligence,general_aios,475629,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f20661c945f1__4de3057b-d7ad-4f9a-8e62-de6703fda73e.pdf,property_intelligence,general_aios,1738820,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e1369a54b5e4__67bf0b6a-5535-4cc1-845b-681df991674b.pdf,property_intelligence,general_aios,367183,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/215c54ae2b4d__160757e7-a9a0-4544-9dcc-f848735d5bc6.pdf,property_intelligence,general_aios,83307,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/56ac2f8e2cab__Plot-18_PJ-P-VP-018_REV-01_Binder_Nakheel_Resubmission_1.pdf,property_intelligence,nakheel_design_approval,41936785,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/33ddacaad3bd__763dc012-5bd4-4db6-a6d7-0b1af041f808.pdf,property_intelligence,general_aios,1495354,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e6ec78d1f9bc__5cf6589b-0647-410a-92d1-ec0c6856d9f8.pdf,property_intelligence,general_aios,2643912,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a97f33aafa19__d0f3deca-776a-4d1c-bc30-aea18a6e83eb.pdf,property_intelligence,general_aios,846387,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9cfc1bbd9128__7534b24f-d9e8-41e3-bcd4-8e80e3ec386d.pdf,property_intelligence,general_aios,781561,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/44c72d02488e__02f2392f-7164-4a99-a92b-2f559c92bf10.pdf,property_intelligence,general_aios,3133025,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/62727b632ea1__39527c27-d812-474e-a276-8b927b0500b1.pdf,property_intelligence,general_aios,227186,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6d59e9234961__vvvvv.pdf,property_intelligence,general_aios,12750975,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/eaafc4fef7a5__31655e18-506b-4c3b-8e24-69200aa5b966.pdf,property_intelligence,general_aios,890731,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/fa074c6f116e__b36c67e2-21e8-4466-8ed3-51426b63dca5.pdf,property_intelligence,general_aios,104462,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0c24d32a503d__OPENAI_MASTER_BUNDLE.pdf,property_intelligence,general_aios,3250,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d4a674526574__cd400e48-dbf0-47e2-8c8d-fc24f006710b.pdf,property_intelligence,general_aios,683591,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8bcbcf8222c6__dcd9c5ec-41f3-4114-88f1-19e449e017b5.pdf,property_intelligence,general_aios,60366,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/db2e2cac906d__1d523f67-444f-472a-a10a-be988e6b2953.pdf,property_intelligence,general_aios,470659,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/79502c6d01a5__0183fb0e-688b-4022-a99d-72a7ea258499.pdf,property_intelligence,general_aios,396198,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/975ee1dcac73__9ee4fbf2-4d17-4ce7-a30f-8368bdf5247e.pdf,property_intelligence,general_aios,2104843,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f0989ffb83a2__9c17aa9c-865f-4ed4-9c70-186c8096c6bf.pdf,property_intelligence,general_aios,76782,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/fe97b55a7c7a__d64ec54d-f341-4143-a598-054171e4950e.pdf,property_intelligence,general_aios,2637197,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/356f90c744e0__9788b598-487b-42a3-ad34-42e5a5940ddb.pdf,property_intelligence,general_aios,1592675,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/df5394334510__Certificate of Incorporation _1_.pdf,property_intelligence,general_aios,295599,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b71bd73f5a38__d6a8eda5-5adb-4e78-bba9-ab009eb0bf14.pdf,property_intelligence,general_aios,222519,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b6a7b4a94c87__aed0b152-605f-45ef-aa88-daf0d085328f.pdf,property_intelligence,general_aios,1034923,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dcbf408693f5__93efe2b5-88b4-4bef-8c53-f7e3ac8d9627.pdf,property_intelligence,general_aios,31064,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c68116839b08__50e5749f-2361-4ae0-8f7e-ff173073ca66.pdf,property_intelligence,general_aios,30061852,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/2fde6d490d59__bbcfe897-f760-465c-84cb-5158b55300dc.pdf,property_intelligence,general_aios,46146,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d4dc9c2f4ae2__e146e04e-1a44-4335-83f8-f84251890adf.pdf,property_intelligence,general_aios,252331,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3c9419eef35c__05_Title_Deed_PJ-P-VP-018.pdf,property_intelligence,nakheel_design_approval,281973,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e287dd35e00c__657ef41f-d311-46e9-8344-8e30603a6db0.pdf,property_intelligence,general_aios,31007,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f70a0a7ad3ca__f3b5ef95-640c-4a83-bd75-d73aa2590a84.pdf,property_intelligence,general_aios,890243,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dc4f5805dbdc__1111c207-1a92-4e9b-a461-2e1dd27c18ea.pdf,property_intelligence,general_aios,144095,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e83628158a75__a6991622-625f-4169-9400-3f6decdb68a2.pdf,property_intelligence,general_aios,1857401,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f478f60e8cf0__91d3b19e-a396-4580-aa62-9bdbf09c98c0.pdf,property_intelligence,general_aios,54289,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/630b7833926e__12fb73de-022e-4897-a5eb-f124ae9fbb7a.pdf,property_intelligence,general_aios,1770943,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0467bb7da760__fbc703b0-a2f3-4fd0-9680-9f3f2945ffb8.pdf,property_intelligence,general_aios,190601,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/445470f74b22__6091e00a-998b-4d93-9513-81ad06ee510e.pdf,property_intelligence,general_aios,999664,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ac1b1cd64858__02B_Drawings_Plans_A100_A105.pdf,property_intelligence,general_aios,3574678,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f3a93d5c3cf1__bd8844a4-9036-4da7-ac32-5b595a204787.pdf,property_intelligence,general_aios,149158,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9d8617b04d2b__797512f2-84de-4f32-a62b-062a4dc76752.pdf,property_intelligence,general_aios,45764,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/1b285c2fc1bc__Contract F - Plot 18- Palm Crown - New  _1_.pdf,property_intelligence,general_aios,327205,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8e4648cbf24f__hsh-nautica-one-unit-4406-colorful-full-report.pdf,property_intelligence,property_intelligence,50984,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3ea7dc9eb942__224851f1-eb4b-4991-85fb-820a049baa96.pdf,property_intelligence,general_aios,71276,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3c0fa6e1e2de__f2a3e663-3e75-4135-8132-78a51ee530b9.pdf,property_intelligence,general_aios,743980,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/232eb1c6ed13__de64e257-02ec-4491-a174-38231dd2576f.pdf,property_intelligence,general_aios,21408882,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e09173d5d88c__5c9633ca-caa8-41b7-9bd9-9db7c992ca88.pdf,property_intelligence,general_aios,15524036,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/af82af8d9c17__c028528a-b2b8-4f42-b819-63e88f8bccfc.pdf,property_intelligence,general_aios,63558,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/04bd8c1faede__58eca0db-16d1-47b2-9918-4646c7c87a70.pdf,property_intelligence,general_aios,1873273,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b94f1ab10fdb__34c87a77-4626-4ae8-9efa-3dc311092918.pdf,property_intelligence,general_aios,10669436,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/59decf74e2d2__d1773788-3089-4c39-939e-a8c1f6e76fe3.pdf,property_intelligence,general_aios,650917,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c37cab897f47__ad083aac-3348-425d-9fd2-1785f63ed955.pdf,property_intelligence,general_aios,2414875,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3575a380a186__4643f7ac-83ee-4a4f-99a4-0665d894a074.pdf,property_intelligence,general_aios,729407,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b06513123e5a__bb029511-cedd-41ae-a181-48d11c843b2f.pdf,property_intelligence,general_aios,349813,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a9cac11e6e70__358b0dde-6d4c-46ce-8abf-9f628e78d601.pdf,property_intelligence,general_aios,211651,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6de08ecfc542__3c7c0ba2-7b11-47c5-9ffd-1585fb5a2598.pdf,property_intelligence,general_aios,31409498,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/01d1addf5f23__47345266-b51d-4a29-88f3-252a88cfdaf9.pdf,property_intelligence,general_aios,1134413,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/762d76b94888__Nakheel_Approval_QA_Report.pdf,property_intelligence,nakheel_design_approval,13549,4,OK,Nakheel; PJ-P-VP-018; Palm Jumeirah; Rejection; Swimming pool; rejection; return; swimming pool; undertaking,,"--- page 1 --- Page 1 Nakheel Approval QA Report Project: Proposed Residential Villa, Palm Jumeirah Authority return reviewed: Nakheel Online Service, 22 May 2026 Reviewed files: Nakheel Online Service (1).pdf, orignal one.pdf, cpalmd (1).pdf, ap.jpeg Review standard: strict Nakheel / Palm Jumeirah / Trakhees approval review Submission Decision Do not submit cpalmd (1).pdf as the final authority package yet. The Rev B response package addresses the Nakheel return comments in narrative form, but the actual architectural sheets are not fully corrected. The package still contains old/blank FAR and BUA drawing data, old massing plans, incomplete calculation tables, and a consultant instruction register saying the corrections must still be implemented in the native model. Nakheel can reasonably return the file again for internal inconsistency. Authority Control Values Use these values consis"
AIOS/KnowledgeBase/raw_data/pdf/5d5e35d04ca2__599794ec-105e-4f9d-bed3-f5cd0177d30d.pdf,property_intelligence,general_aios,355366,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9b6bd3cc1ca3__18790e92-b2f2-42f3-9ecd-bcc5d2d3f959.pdf,property_intelligence,general_aios,164072,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/437141aae53c__709ff544-0c20-4557-bce3-7963d53f2b9e.pdf,property_intelligence,general_aios,149027,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8f838c489b49__b7ce3ea7-e7c3-44ed-a69a-16686e241673.pdf,property_intelligence,general_aios,259548,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b1f9cf96a627__e9270d9a-b4f6-4756-9c50-8cc5b2b06beb.pdf,property_intelligence,general_aios,147293,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b4e204234cb1__b9ba033a-c975-47b2-9d79-a4c4a7ae4bbf.pdf,property_intelligence,general_aios,62728,0,SKIPPED_LOW_PRIORITY,,,
