bridge_id,source_file,source_sheet,listing_url,listing_id,broker_reference,permit_number,property_number,plot_number,building_name,unit_number,community,project_name,resolver_record_id,bridge_classification,quality_class,quality_score,quality_reason
29c725e2422e060279dd6ae1,Reportage_Inventory__3014__ccd1445561.xlsx,NAJD 5,,,,,,,,51L,115 B 32 51L Duplex 2 BR A Amenities Single Row 107.1225 39.8475 146.97 1100000,,30157e83bfb25e36,invalid_bridge,Weak,25,single clue family without trusted bridge completion
921c73282d291d6b59963701,Reportage_Inventory__73fd58f1-9853-4763-b3d6-5b415324a9b9__e3b118dc75.xlsx,Reportage Heights 3-B,,,,,,,,,City/Canal,,de5a5d16bb861351,invalid_bridge,Weak,25,single clue family without trusted bridge completion
0a1fd28195096d715f5116d5,Reportage_Inventory__99c58ae4-60ae-474d-a525-c21e51b57e4c__b17701f8c6.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,ac81e72348a5d6df,invalid_bridge,Weak,25,single clue family without trusted bridge completion
a45921cc3cb4ee81a4f9a682,Reportage_Inventory__9e8cbfbd-4be2-43fa-8d80-c75925f2e7aa__4fa2fc5adc.xlsx,Khalifa City,,,,,,,,K1TH073,Mid,,883c2bb686ceea84,invalid_bridge,Weak,25,single clue family without trusted bridge completion
838f0231470df2f0636ef116,Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0.xlsx,Master List Tower E,,,,,,,B2,B2304,226 B 2304 E B B2 2304 23 1 Bedroom A23 Partial sea 1 BedroomA23 79.8 4 83.8 3250 272350,,a301f0bde60d2d2d,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
06fea6dc99394d39a4ed428d,Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__a8a313dc3d.xlsx,Master List Tower E,,,,,,,B2,B2304,227 B 2304 E B B2 2304 23 1 Bedroom A23 Partial sea 1 BedroomA23 79.8 4 83.8 3250 272350,,055e2aaf8089b944,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
03a511b557f525a3662c9f95,Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__fa7b25efa0.xlsx,Master List Tower E,,,,,,,B2,B2304,226 B 2304 E B B2 2304 23 1 Bedroom A23 Partial sea 1 BedroomA23 79.8 4 83.8 3250 272350,,7bc1d4261856f6d3,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
6e09a02ddf22f074e3d694c8,Reportage_Inventory__bffd36ca-3cf8-4eba-82c3-ff850628f3c4__c8a5536e02.xlsx,THE SPINE,,,,,,,,S4522,266 S4 522 S4 5 6 R 22 110 Duplex 2 BR Spine 115.68 53.831599999999995 169.5116 11707500 757766.9902912622 206481.481481,,55e2314cbae6b40b,invalid_bridge,Weak,25,single clue family without trusted bridge completion
a2d95c7372ab8e0e93ded21a,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__071a5a6811.xlsx,Khalifa City,,,,,,,,K1TH212,Mid,,78bd84c802bf3f2d,invalid_bridge,Weak,25,single clue family without trusted bridge completion
6ab7194792b6386bad13bb18,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__12d44572ad.xlsx,Khalifa City,,,,,,,,K1TH212,Mid,,4fc9b982e5de35ff,invalid_bridge,Weak,25,single clue family without trusted bridge completion
06a72cb28bac91f075f4d969,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__63a16b8deb.xlsx,Khalifa City,,,,,,,,K1TH073,Mid,,bb2a1c2a6c641a58,invalid_bridge,Weak,25,single clue family without trusted bridge completion
d010d08fa41e9e5fbb367783,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__8b17644d10.xlsx,Khalifa City,,,,,,,,K1TH212,Mid,,dc3119ea6ae06e70,invalid_bridge,Weak,25,single clue family without trusted bridge completion
1118bfc429f2b9aa877a21c0,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__d89418de99.xlsx,Khalifa City,,,,,,,,K1TH073,Mid,,d7c7c9f641aa6b20,invalid_bridge,Weak,25,single clue family without trusted bridge completion
8c27f6da0f1096e1aba87d8a,Reportage_Inventory__DIVA HANDING OVER Q4 2024__fcd5c43bb3.xlsx,Khalifa City,,,,,,,,K1TH207,Mid,,e1065936788aa240,invalid_bridge,Weak,25,single clue family without trusted bridge completion
d637f82ef7619ebe066ff118,Reportage_Inventory__DUBAI HILLS AVAILABILITY__042e594ad2.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,52f1bb78d4c7438e,invalid_bridge,Weak,25,single clue family without trusted bridge completion
ebbc445bcbf832555f887fd1,Reportage_Inventory__DUBAI HILLS AVAILABILITY__7f03fbbd4c.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,2b7b005b82399114,invalid_bridge,Weak,25,single clue family without trusted bridge completion
44dc98069c9c2a4967f9eabf,Reportage_Inventory__DUBAI HILLS AVAILABILITY__902f581911.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,77ed8c1e04939fdd,invalid_bridge,Weak,25,single clue family without trusted bridge completion
6e214d713643d3f6f764385e,Reportage_Inventory__DUBAI HILLS AVAILABILITY__90b740e669.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,55743150ea427ac9,invalid_bridge,Weak,25,single clue family without trusted bridge completion
4d973d8a6354a406e8265e05,Reportage_Inventory__DUBAI HILLS AVAILABILITY__d160d26d64.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,ac63b9ac6537e112,invalid_bridge,Weak,25,single clue family without trusted bridge completion
bbf45ba0a248c6e58a90c665,Reportage_Inventory__DUBAI HILLS AVAILABILITY__da8db8e57d.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,72ee8e05245c615d,invalid_bridge,Weak,25,single clue family without trusted bridge completion
2ce7563936343fd8a072055e,Reportage_Inventory__ffd5c26e-49da-4c91-b603-c0b42a2332e4__7bb0933451.xlsx,REPORTAGE HILLS,,,,,,,,,Middle,,8782ba567bbf4ae6,invalid_bridge,Weak,25,single clue family without trusted bridge completion
a3bc1d7f6015df0b8c79196b,Reportage_Inventory__REPORTAGE HEIGHTS 1 - B__68cb7f0e5e.xlsx,Reportage Heights 3-B,,,,,,,,,City/Canal,,5004f019622cad70,invalid_bridge,Weak,25,single clue family without trusted bridge completion
a1ba8bcebfbbf6126794014e,Reportage_Inventory__Reportage Oceana__2e842da7d0.xlsx,TOWNHOUSE-Oceana,,,,,,,,Unit,Middle,,face716f656e2649,invalid_bridge,Weak,25,single clue family without trusted bridge completion
13b81817ad80936734a0cfaf,Reportage_Inventory__Reportage Oceana__a076884ead.xlsx,TOWNHOUSE-Oceana,,,,,,,,Unit,Middle,,868fd362d120dadd,invalid_bridge,Weak,25,single clue family without trusted bridge completion
db9b3417ce0798fd53fd21b9,Reportage_Inventory__Reportage Oceana__ac20f4467c.xlsx,TOWNHOUSE-Oceana,,,,,,,,Unit,Middle,,a2ba5c545a9cb982,invalid_bridge,Weak,25,single clue family without trusted bridge completion
06095d4125eef70e1b62958d,Reportage_Inventory__Sylvana Availability__4748b80daa.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,c29bd59f243a1cdf,invalid_bridge,Weak,25,single clue family without trusted bridge completion
28afc2d915400aaeaf37ae18,Reportage_Inventory__Sylvana Availability__7d1436514b.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,f03e8cac01b8433e,invalid_bridge,Weak,25,single clue family without trusted bridge completion
cfb2f1046f3091dde025e472,Reportage_Inventory__Sylvana Availability__b5bc12621c.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,af7c1c6bff931376,invalid_bridge,Weak,25,single clue family without trusted bridge completion
78059234f533e0c3f15d1f2f,Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,9c29a5c9c14cde26,invalid_bridge,Weak,25,single clue family without trusted bridge completion
cbb50907e861ce5a2a9355de,Reportage_Inventory__Sylvana Availability__cfc92026de.xlsx,AFRA Park - MNGT Units,,,,,,,,D40,Middle,,0b808c1ec1d863db,invalid_bridge,Weak,25,single clue family without trusted bridge completion
654c213683f8a5f31bec8db6,Reportage_Inventory__Verdana 1 Residence PROJECT__0eb45bb535.xlsx,Verdana 6Y TH - 25,,,,,,,12 vn01 04 3b a tower,Unit,Middle,,a5fc8a8da29d62d9,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
3453681f18091126f45ead19,Reportage_Inventory__Verdana 1 Residence PROJECT__17b2459ef2.xlsx,Verdana 6Y TH - 25,,,,,,,11 vn01 01 4b a tower,Unit,Corner,,af3016d937bc57eb,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
75b9b7575963fa14ad1f4a4d,Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a.xlsx,Verdana 6Y TH - 25,,,,,,,11 vn01 01 4b a tower,Unit,Corner,,8f03e6598361130a,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
7272e5a89598219a3f8ce492,Reportage_Inventory__Verdana 1 Residence PROJECT__8fe5287c9a.xlsx,Verdana 6Y TH - 25,,,,,,,12 vn01 04 3b a tower,Unit,Middle,,5ea690b39631bc57,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
64bc369e1836b9795ea03638,Reportage_Inventory__Verdana 1 Residence PROJECT__91d41643da.xlsx,Verdana 6Y TH - 25,,,,,,,11 vn01 01 4b a tower,Unit,Corner,,3fbdd1e69a38f346,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
fc994270b0ad813d2593d585,Reportage_Inventory__Verdana 1 Residence PROJECT__b1536af67d.xlsx,Verdana 6Y TH - 25,,,,,,,11 vn01 04 3b a tower,Unit,Middle,,067ff7e5d7c7eada,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
e21d56074d7c2eba610ca93f,Reportage_Inventory__Verdana 1 Residence PROJECT__b508ce282b.xlsx,Verdana 6Y TH - 25,,,,,,,12 vn01 04 3b a tower,Unit,Middle,,0580576d3420af75,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
558724ca95e202930be62c67,Reportage_Inventory__Verdana 1 Residence PROJECT__e3d53f8a25.xlsx,Verdana 6Y TH - 25,,,,,,,11 vn01 04 3b a tower,Unit,Middle,,f22ce8514e6f0124,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
16449dbf6897f884c4d77228,TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__00f31cc579.xlsx,Orchid Ajman,,,,,,,orchid c2 c2,C21306,Orchid C2 C2 1306 Studio 512.9 708.91 565747 520487.24000000005 396022.89999999997,Orchid C2,85edb498406e49a8,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
4afc03221f706444ebcf072f,TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__14b554a9a5.xlsx,Orchid Ajman,,,,,,,orchid c2 c2,C21306,Orchid C2 C2 1306 Studio 512.9 708.91 565747 520487.24000000005 396022.89999999997,Orchid C2,5e9e0161f2cb3f89,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
dcdee784d586df149228bd68,TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__6d3d8840a8.xlsx,Orchid Ajman,,,,,,,orchid c2 c2,C21306,Orchid C2 C2 1306 Studio 512.9 708.91 565747 520487.24000000005 396022.89999999997,Orchid C2,298f4484958855fa,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
6b013c1fade054fc4702e6df,TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__ad5778ac3c.xlsx,Orchid Ajman,,,,,,,orchid c2 c2,C21306,Orchid C2 C2 1306 Studio 512.9 708.91 565747 520487.24000000005 396022.89999999997,Orchid C2,cce5feebffd4de6f,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
278ad4ae5ec5fabce220cfce,2DON_MOHAMED_REDHA_-DEYAAR_DEVELOPMENT__TOWER__12b7690544.xlsx,OTHER PROJECT,,,,,,,RIVAGE,2701,7047.03,,641bd1412d2f75b1,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
96b8959b40af523aeb35d1c1,2DON_MOHAMED_REDHA_-DEYAAR_DEVELOPMENT__TOWER__3a044a48d2.xlsx,DWTN-,,,,,,,DOWNTOWN RESIDENCES,9001,5285.72,,10c6e7d35fb2f5d3,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
0f2285d516c1c9941cf16429,2DON_MOHAMED_REDHA_-DEYAAR_DEVELOPMENT__TOWER__873166b457.xlsx,NEEM,,,,,,,NEEM AT PARK FIVE,103,2028.24,,9ca46ffc8c91d354,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
be42061e08daa8470919f16c,JVC.xlsx,Old,,,,,,,3 b 0703 681,762,JVC,Bloom Towers,242c8faf18579e01,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
c4036ee47b2bae2315486185,LEOS_-_HSH__Project__2aa7c349d1.xlsx,Total Inventory,,,,,,,weybridge gardens,WG41416,Weybridge Gardens 4 Apartment 14 16 WG4 1416 1BR TYPE 06A 1 BR 1515.343306112 1569826 DLRC Community / Road 772 744 Avai,Weybridge Gardens 4,0b56bab72dc4abca,invalid_bridge,High-confidence,80,resolver_link + strong identifier/location evidence
